message,label
"BJ nóng lạnh, tắm rửa, xoạc banh xác gãy ku",-1
Gái thì tầm 6 7đ nên ngon nhé,1
Em không khoái mưa hồng sếp ơi,-1
"Thích Loại bình dân, thư dãn cái rồi về",-1
Cảm ơn thông tin nhé,1
Lên kynu mà kiếm con hàng nào có kèm massage ấy,0
Massage tại nhà á bác? Bác quả là làm e đc mở rộng tầm mắt,1
Chơi 4` khách sạn thôi cụ,0
Rain pink nhé đồng chí,1
Tầm bao tiền thím? Hồi nãy có thím kia bảo bo 500k,0
"Fen cần xả thế thôi thì ra NTT, vào ks bo lễ tân 200k bảo nó gọi cho con hàng biết masage tầm 500",-1
Nhanh gọn,1
100k thôi chứ làm gì 200k phí thế mai fen,-1
Đúng nhu cầu của e chỉ cần xả thôi á,0
"E chưa bao h chịch cave hết, chỉ cần con gái HJ cho là đc r",0
Dạo này chạy bộ nhiều như kiểu testoteron tiết ra nhiều hay sao á,0
Đầu óc k tạp trung đc,1
Mà NTT là gì đó thím êi,-1
Công an chìm à,0
lên thiendia hội tha hồ kiếm,0
Thanh niên thời nay kĩ năng xã hội kém vl,-1
"tìm chỗ ăn chơi mà cũng k tìm được, trong khi cầm điện thoại quẹt quẹt cả ngày",-1
Nguyễn Tất Thành,1
Trần Duy Hưng của DN đấy,0
Minh Đại Nam - Nguyễn Tri Phương bác,0
Ok thím,1
Thanks,1
Mà có troll k vậy?,0
"à oke bác, lót dép hóng đợt sale band với watch",1
"em ko ib được bác ơi, hiện em chỉ mua được thêm oasis 1 à, giá về Sg 1600k đó ạ",1
bác check ib e nhé,0
"Okay bác ơi, có gì em báo bác nha",1
oke bác,1
Em này order đc k bác nhỉ? Giá rổ nó ntn check giúp em phát,1
Check giùm giá rổ thế với thím ơi,0
Dạ đôi này 50,1
99$ về SG 1370k + cân 28k/lạng ạ,0
group này down rồi hả ae,0
ko down mà ổng qua telegram cho dễ check deal,0
"Cám ơn bác nha Cũng ít người cmt quá, với này hồi đó em mất tiền để tạo topic bên này E có để group fb với tele ở #1 đó ạ",1
đôi này về SG nhiu bác thớt,1
A gửi em link nha,0
e cắt cái hình của bác đăng ở #1,0
chứ làm gì có link,-1
À vậy là nó hết sale lâu rồi á bác,0
-,1
Chấm sau này mua,0
đôi này về HCM nhiêu bác thớt,1
đôi đó về SG 1130k + cân 28k/lạng đó ạ Bác vào link để xem còn size bác cần không nha,0
Bác nào cần nhắn em nha,0
Ổ cứng ngoài đúng ko bác? Giá về HN bao nhiêu bác ơi?,0
"Ko ổ trong ạ, này về mua box orico gắn vô là ra ổ rời được",-1
"Này bản 1tb về SG 1000k, còn 2tb 1850k đó bác",-1
+1 rep uy tín cho gian thương Pukka của Voz nhé các fence,1
Chấm cái đợi kèo thơm mua nào,1
"Cám ơn bác nhiều nha, hí hí",1
"Dạ bác, có deal e đăng lên liền nè",1
giá như nào bác ơi ?,-1
hộp em giá về tay với bác,1
"Nay hết rồi bác ơi, ý em nói đợt sale đó ạ",0
Cô Oách sale extra 20% khi add vào cart,1
b có nhận ship bên Nhật về k?,0
Em dư cái yubikey cần đi ạ,0
Mình có nhận mua và ship từ Nhật về bạn ạ,0
"+rep legit nha, hàng về quá nhanh đối tác mình đã ngờ ngàng trên giường luôn",1
thím có ord được Brooks Brothers với Ralph Lauren không ạ? Em check trước đợi chúng nó sale rồi hốt,1
Không nhớ bác đặt gì vì nhận qua zalo facebook nhưng cám ơn bác nhiều nha,1
"Cần cứ nhắn em nha Trang brook e đặt được nha, ral hiện đang ngưng thím ơi",1
Thím gửi em link nha,0
Misfit còn bán không các bác nhỉ ?,0
"Misfit giờ ít mẫu lắm bác, hầu như gọi là chết rồi",-1
còn hãng nào mà tracking các thông số có giá ngon như vậy nữa không bác nhỉ,1
"Có garmin đó bác, đợt em về mấy đợt tổng hơn 20 con garmin esport",1
-,1
Các Anh/Chị vui lòng điền nội dung chuyển khoản: (KO KÈM NỘI DUNG MUA BÁN) NOTE:,-1
đánh dấu,0
"Mua laptop dell thì sao, thuế phí ví dụ với con dell 7510 12 củ",0
Kinh vậy được free tax cơ à? Ah bác chủ cho hỏi nếu hủy đơn mất bao nhiêu % tổng đơn hàng đó ví dụ cái ổ cứng cho máy chủ chẳng hạn có giá 9 củ khoai,-1
"Freetax ở Mỹ thôi nha bác, các nước còn lại thì không được ạ, em có ghi chi tiết bên trong #1 á À hiện em ko hỗ trợ huỷ đơn với các lý do đổi ý hay không thích đó ạ",-1
"Nên các bác cân nhắc lúc mua nha này phải có link mới rõ được bác ơi, vì có site mất ship nội địa, và một số site laptop như Hp, Dell, Lenovo chính thì e ko mua được á",-1
"ngon, up cho ku em,",1
Lọ này thỉ cả ship về Vn tầm bao nhiêu bờ rồ,-1
đôi này về SG là bnhiu thím?,-1
Mua của thím sơn này nhiều lần uy tín nhé,1
đã dùng dịch vụ bên thím này nhanh gọn lẹ uy tín trả lời ib rất nhanh và lịch sự,1
"Lọ này đang sale về VN tấm 750k đó bác P/s : mình ko nhận oder nha , oder liên hệ bác thớt",1
Đã từng order cuốn sách bên này Uy tín giao nhanh gói hàng ổn,1
"Tỷ giá cao vậy, thế chuyển USD thay vì chuyển VNĐ được hem?",0
cắm mắt xin cái mặt tiền,-1
"chấm, đánh dấu",1
"Cám ơn các thím đã tin tưởng em Do lúc mua dính chuyển đổi tỉ giá đó bác ơi, bác thông cảm nha, này thì tỉ giá giảm nếu tỉ giá bank giảm đó Đôi này bác mua size 9 phải ko Nếu size 9 thì nó 73$ Về SG 1880k + cân 28k/lạng đó thím",1
"Loại này em trước có mua cho má em uống Giờ hãng schiff như hiện không còn tiếp tục sản xuất, đã chuyển qua loại mới đó ạ, bác xem qua cần e tư vấn thêm",-1
"mấy cái kéo ghế cũng ức chế thật, ngày xưa trc ở chung cư cũng vậy, phải chuyển sớm thôi b",1
qua rủ hàng xóm nhậu rồi deal với nó dễ thôi mà,0
Không biết chỗ bác thớt sao chứ chỗ mình báo cái là bên phường xuống làm việc liền,-1
"Thằng kế bên nhà tôi thì cứ 12h đêm là bắt đầu kéo bàn kéo ghế, như kiểu sắp xếp lại đồ đạc trong nhà ấy, thêm cái cửa mỗi lần đóng mở nghe đùng đùng, ngồi bên nhà mà vẫn nghe tiếng lớn",-1
"Gặp mình lại 3 xu dấm rồi qua nhà văn xích lô thôi ko hỉu văn dấm mình say đắm hay sao chưa bh có ai nghe mà ko sửa Có cái loa phường, nó chỉa ngay chỗ ngủ, phụ trách là mấy ông bà già về hưu, với sự rảnh rỗi tột cùng của lứa tuổi và độ ngáo văn nghệ gừng, có bận đêm 30 năm nào ấy bật mít tờ đàm nhạc xuân từ lúc 8h tối, đến 12h kém sắp giao thừa các ông bà tự dưng đổi thành karaoke nhạc cổ, với các tone giọng ối dồi ôi, trong khi cả khu đang quây quần gia đình bên nhau hàn huyên nhìn lại 1 năm đã qua các thứ... Ứa máu mình xuống tắt nhạc giật mic nói như đc mùa, từ đó năm nào ngta cũng tắt nhạc trước 10h đêm 30 Chỉ có sáng 6h vẫn cứ ra rả, cái này thì chịu họ phổ cập sớm thông tin cho toàn dân trc khi đi làm, lên nhóm zalo hô hào bỏ đi xài công nghệ đủ rồi mà khối nó theo phường méo bỏ nổi",-1
"Lân la làm quen nói chuyện, chén chú chén anh thử xem fen, dĩ hòa vi quý đã, mạng chỉ có 1",0
Đm e ở chung cư có thg hàng xóm cũng vậy,0
Tdn suốt ngày mở cửa,0
Mở mà im lặng thì ko sao nhưng khổ nỗi con mụ giúp việc cứ oang oang cái mồm lên nhiều lúc t7 cn muốn nghỉ ngơi mà hãm quá,-1
"Đc cả thg chủ cũng vậy luôn, dí b thèm đi làm suốt ngày ở nhà bật tivi cho cả tầng nghe, nói chuyện với con với vợ thì giọng ra trưởng nghe sĩ đ chịu nổi",-1
Đóng cửa r nma do âm lượng to quá nên vẫn lọt à nhìn mặt thg chủ vừa vẩu vừa trố lồi mà quắt vl luôn nhé,-1
có khi lại thành dễ xiên nhau ấy,-1
"Có fen nào test thử ""loa trả thù"" chưa",-1
1-2h đêm bật xxx lên trả thù bọn nó nghĩ cũng phê nhỉ,1
"Báo ban quản lý, làm trần thạch cao cách âm Tưởng chung cư có ban quản lý, bảo vệ xử lý mấy chuyện này mà? Nhà mình mua mà phải chuyển đi thuê nhà thì cực đoan quá",-1
"Tường có giới hạn, không khoan mãi được đâu",0
"Cố chịu đựng đến khi nó sửa xong nhà, chứ làm thế nào được",-1
"Phản ánh với phường nó cũng chỉ gọi nói chuyện hoà giải, thằng đó nó không nghe cũng chả làm được gì nó",-1
"Thôi người ta bận rộn có tí thời gian rỗi buổi tối mới khoan đục được tí kệ họ đi, vài hôm xong chứ ai khoan quanh năm suốt tháng được đâu",0
"vneid buồn cười ở cái chỗ là mình phản ánh tiếng ồn chụp hình các kiểu xong éo bao giờ tiếp nhận với lý do là ""không liên quan đến lĩnh vực antt"" Làm ăn lôm côm vkl",-1
E cũng từng nghĩ thế nma ảnh hưởng nhà nó thì ksao ảnh hưởng nhà khác thì mình mang tiếng lắm,0
mua cái loa to về bật tiếng máy khoan 24 trên 24 chỉ sang nhà nó,-1
báo CA thôi,0
Thằng hàng xóm bên cạnh suốt ngày khoan đục các thứ ngày đêm rất ồn mà mình nhắc rồi nó đ nghe,-1
"Đêm qua nó khoan lúc 11h đêm cay đcd, sáng nay thì nó bê mấy chậu cây ở đâu về đặt lên cái mái kính nó, rồi lại đập phá ầm ầm 6h sáng, có cách nào trị không mấy b, không cho em xin thông tin thuốc nào cho cây nó ch ết mẹ đi chứ cay lắm r",-1
sự việc diễn ra được hơn tuần r nên e mới rất bức xúc,1
"Pha nc muối đậm đặc tưới vào cây đảm bảo nghẻo, chứ rắc muối nó biết ak hoặc nc sôi thím",0
vneID xin hỗ trợ chương trình này,1
kéo dài bao lâu rồi thím,-1
khó chịu vkl nhỉ,-1
ở với hàng xóm ko biết điều kiểu này thì thôi nhịn đi ko nó xiên cho đấy,-1
Bán bà con xa mua láng giềng gần Vote mua nhà thằng hàng xóm,-1
"báo lên phường thôi thím, cái gì cũng có gioi hạn của nó",0
"dm cứ 2 3 hôm nó đem cái chậu cây về đặt lên mái kính nhà nó r đập phá các thứ, mái kính đấy nó cao hơn chút nên rất ồn, chỉ mong nó lỡ chân ngã mẹ xuống",-1
Nói thì bảo độc mồm nhưng nhắc nó vẫn thế cay vl,-1
nó khoan 11h đêm thì 12h mình khoan lại,-1
11h nó khoan mà 6h đã dậy chứng tỏ rất khỏe,-1
ông 3h sáng ông khoan cho t,0
ngay cạnh tường nhà nó ấy,0
nhưng bị xiên đừng trách nhé,0
Bỏ vài củ thuê xăm trổ bặm trợn về nhà uống rượu rồi nói chuyện phải quấy với nó,-1
"11h đêm mà khoan thì là chó rồi chứ không phải người, viết đơn gửi CAP bồi dưỡng cho các anh ít để mấy anh xử lý vụ này là ổn nhất",-1
"vneid, thu âm, chụp ảnh lại xong gửi tố giác thôi",0
nếu ở hà nội thì có thể tố giác qua app ihanoi sẽ nhanh hơn,0
Nếu hàng xóm là dân xăm trổ bặm trợn điển hình ở khu thì sao fen,-1
"Tôi ở nơi khác đến thuê nhà nguyên căn, Có một nhà hàng xóm kiểu đại gia đình sống chung, ae trong nhà toàn dân giang hồ",-1
"Một tuần cũng có vài ba ngày nhà đó kèo bầy kéo lũ về nhậu nhẹt, bật loa lên hát đến 1-2h sáng, trưa thì khoan tường đục đẽo, chó bên đó qua sân nhà tui ị bậy, thùng rác buổi chiều tôi quên lấy vô cũng bên nhà đó lấy mất, con gái nhà đó thì đít to da trắng",-1
Tôi bức xúc quá nên lên hội gà tre trên facebook đăng bài tìm mua 1 con gà tre với yêu cầu gáy cả ngày lẫn đêm,1
"Mưu hèn kế bẩn thành công, tôi tậu được con gà gáy má ơi là gáy, gáy ngày gáy đêm, gáy như chưa từng được gáy, tưởng chừng như nó cứ gáy mãi đến ngày trái đất diệt vong",-1
"Kết quả nhà hàng xóm mất ngủ, tôi cũng mất ngủ, mấy nhà gần bên không liên quan cũng mất ngủ.. Nên sau đó tôi thịt con gà luôn, khu phố yên bình trở lại, thi thoảng vẫn vang lên tiếng loa kéo đến 1-2h sáng và tiếng thở dài của một thanh niên vozlit cô độc..",-1
"nghe cay nhỉ, đúng là tính ae mình nhát đ làm gì dc chúng nó",-1
"nó cũng xăm trổ, mắt trợn lên nhìn rén phết, tôi cũng chỉ dám nói to tiếng cãi nhau chứ đ dám chửi sợ vc",-1
"ko biết bên mình báo lên thì xử lí như thế nào, chứ thấy bên nhật hay mỹ mấy vụ này cs đến nhanh vl luôn",0
"Thì căn lúc nó nghỉ trưa hoặc đêm, khoan lại nó cho bõ tức",0
"canh lúc nó ngủ khoan lại thôi bác, bây giờ thử sức chịu đựng của nhau thôi",0
"Tôi ở chung cư cũng gặp 1 thằng ở nhà trên, dkm ngủ ngày cày đêm, tối đến cứ lục đục, kéo đồ đạc tới 2 3h, nói nhẹ cũng có, nói lớn cũng có, dm có lần tôi còn xách búa lên tính chơi chết cm nó nhưng mà đéo ăn thua, nghĩ lại mình có con cái các thứ lỡ có gì hối éo kịp, đang tính đi chỗ khác còn nhà cho thuê đây",-1
"Mấy bác cứ trao đổi like cho nhiều, mốt forum hoạt động chính thức bỏ title thay bằng join date giống trước thôi",-1
thôi kệ thím ạk tăng tương tác cho vui,1
mất gì đâu,-1
Vui mà 1 cách kéo mem từ old qua next đấy thím,0
Title của mình có đổi được không nhỉ,0
Hàng limited lại còn muốn đổi à,1
Hàng limited lại còn muốn đổi à,1
"Acc có chứng nhận, bán khối tiền đó thím",-1
Ai mua bán luôn này,1
next voz lần này ưng phết Thiếu emothôi,1
Các anh em ơi... Tôi tới đây,1
Như tít,0
"Đang theo dõi 1 số theard kiến thức, ngắm gái, review, kinh nghiệm... từ bên voz cũ, các theard đó có đc move y nguyên qua không vậy? giờ thấy 1 số theard đang lục tục lập lại rồi",0
"Như title, hiện tại cả 2 trang đều vào được, bao giờ kênh này thành kênh chính nhỉ",1
dùng luôn rồi mà ông nội,0
nhầm,-1
"Bớt spam, đi cày like đi mày 1k like mới được làm người nhé",0
sắp rồi nhé,1
Qua đây đi đâu cũng thấy spam,-1
"Công ty em vừa gửi cái này yêu cầu mọi người làm, các bác đã ai làm chưa",1
chưa thấy thông báo gì,0
cty thím ở đâu đấy,0
"Ngay Phú Mỹ Hưng, quận 7 bác",1
em đi học Thạc Sỹ trường bắt khai báo hôm qua luôn rồi,-1
làm trên giấy hay khai báo điện tử ? thím chụp ảnh lên cho mọi người coi với ? sinh viên đang nghỉ tết thì khai báo gì đây,-1
Mẫu tờ khai y tế chỉ bắt buộc đối với mọi hành khách nhập cảnh vào Việt nam kể từ ngày 7/3/2020,-1
dự kiến 10/3 là cho mọi miền luôn nha thím,1
cái này là ai ra nước ngoài mới phải khai đúng ko các thím,0
khai báo y tế toàn dân mà thím,0
Ai cũng phải làm ấy,0
Tại sao chúng ta lại ở đây?,0
"Chúng ta đều là thành phần bị diễn biến, bị chuyển hoá nên đang sinh hoạt tại voz tân hội",-1
Lôi được hết member rồi thì có lôi được hết các post sang ko bác nhỉ?,0
Đây là Tân VOZ nhé,0
cũng đang thắc mắc đây là đâu tôi là ai,0
Tân thế giới,0
Như tít,0
link hiện tại đang là : chuyn-tro-linh-tinh,1
17 Chắc bác Tủ cố ý,0
(y)(y)(y) Forum mới load mượt phết,0
Cảnh sát chính tả chưa vào à :lol:,-1
Chắc do convert từ tiếng việt sang,0
nhìn như chym to,-1
"Chào các bác, em mới vô làm sale viễn thông cho FPT telecom nên đang rất cần kinh nghiệm người đi trước",0
"Em thì kinh nghiệm làm sale rồi nhưng là các sản phẩm hữu hình như nội thất, thang máy,...v",0
v,0
"Em chưa bao giờ bán dịch vụ cả, mà nhất là dịch vụ viễn thông thì em mù tịt luôn",-1
Các bác các thým nào chuyên về viễn thông thì vào thớt chỉ giáo em với,0
"Lesor tới mức đi hỏi còn méo ai cứu giúp thế này, em tự rep cho lên post",0
Bác nào vào cứu với nào,0
"Dạo này ông bố vợ nghe tùm lum, xong hôm qua mua 1 đống mấy bình xịt, bảo là của tụi nó pha lõang nuớc rửa bồn cầu con vịt ra làm bình xịt để về xịt",-1
"Mình với vợ chửi quá trời, kêu thôi khỏi, xịt xong cầm vô nuốt vô thì chắc mình chết truớc khi dính virus",-1
Ở nhà đi đừng đi đâu với nghe lung tung cho con nhờ,-1
Chưa có bài nào chứng minh mấy cái đó giết đc corona,0
"Thế nhưng mà ko bít là mấy cái nuớc rửa sàn với rửa bồn cầu có diệt virus đuợc ko? Thấy bộ y tế cũng khuyên vệ sinh, lau nhà thuờng xuyên, thì tụi nó cũng giết đuợc ko? Hay là chỉ có cồn với Cloramin B ?",0
"Có nha, nhưng chỉ dành cho nhà tắm thôi",0
Còn xịt kiểu hơi kia thì nước rửa tay dạng cồn nha,-1
ủa sao không post đc link,0
"Dân trí thấp quá, con này nước giặt còn giết được",-1
Ông mua cồn về xịt hiệu quả hơn,0
Dùng mấy nước kia người hít vào sẽ chết trước,0
Post được mà,0
Có hiện preview luôn đấy chứ,1
"Cồn jo chả bít đi đâu mua lun, ra tiệm thuốc hết sạch rùi",-1
"cồn mua cồn đặc về pha, SG ra Kim Biên mà mua",-1
"Không nhé thím! Tốt nhất là nên mua chloremine B, chợ Hapu bán hơn 250k/kg",0
Pha ra mà rửa nhà nhé!,-1
"Chắc diệt được đấy mấy thím, vim nó dính vào da có tí đã thấy rát",0
Bình thường xịt xong chà sàn nhà vệ sinh đã thấy ngộp,-1
Xịt xịt như thớt nói lung tung ko khéo con vịt đưa đi trc khỏi đợi con corona,-1
"tìm mãi không ra :"">",-1
up lên hỏi tiếp T_T,1
phần signature đấy bác,1
Đã đổi chữ ký,0
Kiểm tra thử,0
Như tít,0
link hiện tại đang là : chuyn-tro-linh-tinh,1
17 Chắc bác Tủ cố ý,0
dim-bao,1
33,0
Chắc convert tiếng việt sang bị lỗi,-1
(y)(y)(y)(y) Mong bác tủ trả lại icon cũ,0
"URL của cái thớt này cũng bị nè má, cố ý quần què gì",-1
đỉm báo với chuỵn trò linh tinh là chuẩn nhé,1
"Cái slug thôi, quan trọng là cái forum_id đúng là được",1
Có lẽ sẽ dạy cho võ lâm Kim Dung biết thế nào là best solo 1 1,1
Chết rồi còn trồi đầu về làm gì vậy cha nội,-1
Clone à,0
"Mới chuyển qua sao Hỏa, đất còn trống, các vozers đua nhau chiếm đất quá... Mời các vozers trổ tài dự đoán đợt thảm sát đầu tiên sẽ diễn ra vào ngày/tháng/năm nào, và trên thớt nào",-1
Giải thưởng là like của những thằng đoán sai nhé Mình trước 20/3/2020 => thớt này:,1
12/3/2020 => chính tại thớt này,1
Bác nào làm cái theme voz cũ rồi update vào đi,-1
Cái này lòe loẹt hoa lá quá nhìn ko có bản sắc như cái cũ,0
"Anh em có ai đang trong tình trạng kiếm việc, phỏng vấn lúc này, update tình hình nhé",1
Chưa có định hướng tiếp theo,1
Như tít,0
"Nhiều tính năng rối mắt quá mà có nhiều thứ chả cần sử dụng, ai chỉ em dùng những tính năng cơ bản với ạ",-1
"MÌnh test thử nick đã bị ban và thực tế phũ phàng là vẫn tiếp tục bị ban, nhưng có vấn đề tiếp theo là ko logout ra dc, chọn logout toàn báo lỗi "" """,-1
Các thím support giúp,1
"Đá lên, các thím cứu em",1
xóa cookies đi là được,0
Cài lại win là hết nhé,1
mua màn hình thay là hết,-1
"Like nhauđi, nhìn chi ?",1
"Cài lại win , thay trình duyệt",-1
cài lại win là được thôi mà phen,0
"Tôi thay ổ cứng rồi mà còn vẫn bị nè, con ếch bê từ local lên hả fence",-1
Mua máy mới nhé :v,1
tháo main ra nhúng nước nha,-1
đây nhé mai phen,0
"Vào cài đặt cookie, xóa cookie của trang voz này là xong",1
Đừng xóa toàn bộ cookie k lại mất công nhiều thứ khác,0
"Xóa cache, cookies của voz nhé",1
Do màn hình nó hiện lên như vậy,-1
Nên chỉ cần thay màn là ok ),1
Chết cười mấy bác xúi ),1
"Thay màn hình là dc mà, tôi mấy lần bị dư này toàn mượn màn hình người bên cạnh thay xong lại thay trở lại là được",-1
Lấy búa đập vào là sẽ hết nha,0
Vô lịch sử web xoá đi là xong,-1
Như tittle Tại sao VOZ giờ login không được mà Next Voz lại được? các thím chỉ các khắc phục phát,1
Voz cũ vô bình thường mà,-1
sai pass sai id thì k login đc chứ sao ) tôi log đúng id đúng pass vẫn bt nhé ),0
Chắc là nhầm pass chứ gì,0
vào Next ầm ầm đây thây,1
vào forum chính bị fail mới đau,-1
tôi vẫn vào cả 2 bt mà,0
Confirm bình thường,0
"Ngưng thắc mắc đi, giờ ad chọt cho lỗi tùm lum để mem ức chế kéo sang next thôi có gì đâu",-1
Chắc là lâu lâu ko đái vào server nên hôm nay ngứa nghề,-1
Hóng sập cả 2 trang,-1
"Đang sửa mà Cái next này cũng đang lỗi tùm lum Page nhảy loạn xạ, cmt xong đi đâu mất tiêu k biết đã cmt chưa )",-1
Cố gắng lên 1k like để làm người fen ơi,0
"How I wish, how I wish you were here We're just two lost souls Swimming in a fish bowl Year after year Running over the same old ground And how we found The same old fears Wish you were here",1
Chạy tools ở page 1 đi,1
Không biết bao giờ ad sẽ hạn chế chức năng đăng ảnh là dẫn link nhỉ?,-1
"So, so you think you can tell Heaven from hell Blue skies from pain Can you tell a green field From a cold steel rail? A smile from a veil? Do you think you can tell? Did they get you to trade Your heroes for ghosts? Hot ashes for trees? Hot air for a cool breeze? Cold comfort for change? Did you exchange A walk on part in the war For a lead role in a cage?",1
Vào muộn quá chả ai like cho mình,-1
uppp,0
"Ông dừng đi, cho fen sau lên",-1
chạy code đi các phen,1
"Thằng trường tồn ngày nào đã chết, chỉ có voz là bất diệt",-1
Make Vozforums Greate Again,1
vãi cả đạn thật các thánh thần hơn 20k rồi,-1
"ông ngay trên tui, mà ông lên lẹ quá",1
huhu giờ này em mới vào đc các thím ơi,0
"spam ghê quá, cho em ít like ạ, em hứa sẽ like lại",-1
vì nhảy cmt nhanh quá,1
Chéo nào mấy thím,0
Tiếp đi các fence,1
Nữa nào các fen,0
"do chưa cập nhật, cập nhật là vô top liền",1
Sao thớt khác cmt hiện bình thường thớt này cmt chạy mất tiêu cứ tưởng chưa cmt đc Xong vào cá nhân tìm lại thấy Lại phát hiện ra tính năng mới rồi,-1
xin like và đã like,1
"Thằng trường tồn ngày nào đã chết, chỉ có voz là bất diệt",-1
Like em với,1
Lên lên,0
Lên 611 like rồi,1
Liệu có nên nổi 10k like không ta,0
f12 không được thì phải làm sao,-1
Huhu xì pam mệt nghỉ,0
chéo nào các thím,0
cũng đã đến lúc chán,-1
hơn 4k lận,0
tôi nghĩ là chúng ta nên dừng lại ở đây thôi,-1
"Ko biết, chắc hết đêm là khóa thread rồi",-1
"Thằng trường tồn ngày nào đã chết, chỉ có voz là bất diệt",-1
Lênnnnnnnnnnnnn,1
"Nhân dịp bọn kia chưa qua thì anh em tổ chức like chéo nhau đi, xem tăng lvl không, sau còn bắt nạt bọn mới :d",-1
Đã like,1
Liêm sỉ tí đi ông,0
"//btw, để coi mấy ông hô hào ""bỏ voz"" có bỏ thật không hay cuối cùng vẫn mà qua đây",-1
//mở register nghe hơi ghê răng,-1
0420 sợ còn kinh hơn 0416,-1
"xong rồi lên level búa , rìu các thứ như M4v ngày xưa à bác? E chỉ cần cái tag dưới tên là được rồi, đang Senior Member giờ mất",-1
Like chéo có lây bệnh k thím,0
Trên đt bấm 2 cái nó mới ăn hay sao ấy,0
hóng ké,0
đã like,1
"Thật ko, like tui đi mấy bác",1
Like,1
Anh em like tôi like lại nhé,1
Like là gì zị,1
Test forums mới!!,1
Hóng!,-1
Các thím like cho em vài trăm cái với nào,1
Kk,0
test thử cái nào,0
lie cho mình zới,0
"Like hết mấy anh bên trên rồi nha, like lại dùm em phát",1
Thanks,1
Code auto like F12 -> Console -> Paste code sau vào và Enter,1
Auto reaction,0
Like chéo em với,1
Like cho tôi chưa ông,1
"Ở forum cũ thì lập thớt chê next voz, sang bên này thì lập thớt chửi forum cũ, nản mấy thằng sống giả tạo 2 mặt quá",-1
Acc nhiều người dùng mà my fen :sogood:,1
đúng là voz lắm thằng thần kinh thật,1
"Đấy chỉ là nhân cách khác của nó thôi,vozer thằng nào ko vậy ? Mà ghét cái thông báo ai đó react cmt của mình vl",-1
"Bệnh chung của vozer, nên thông cảm",0
"Thật ra không có nhiều người dùng cũng không có đa nhân cách gì cả, chỉ có bản tính điếm thúi của nó thôi",-1
"Làm sao để add emo pepe với popo vào đây thế các thím, bộ emo mặc định nhìn chả lột tả cảm xúc được",-1
"chắc mới nên chưa có, dần sẽ có thôi",0
Hiện tại chỉ up icon popo thủ công thôi bác,0
Hóng thím Tủ mau thêm icon cũ,-1
chờ extension thôi,0
"từ từ rồi update thôi fen à, vẫn đang chạy thử mà",1
emo pepe giờ phải là emo chính thức của voz tân thì tôi mới xuôi lòng,0
Ko có Pepe cảm giác thiếu thốn vãi,-1
"Đệch, mất mẹ cái avatar to rồi",-1
Ham hố quá,-1
Bần tăng không cần to nhưng phải chất,0
"Trên Mac là CMD + Enter nhé, các thím khỏi cần rê chuột qua nút Post nữa, gõ vậy là nó tự post luôn, tiện vãi",1
"Hi vọng là mod đừng khoá tính năng này, em đang xài vimium nên lướt web không cần dùng chuột, giờ lại có chức năng ctrl + enter để post thì đúng là hổ mọc thêm cánh",0
thử phát,0
"Đặng đi spam cho dễ à, đề nghị mod khoá chức năng này hoặc nạp tiền mở chức năng",-1
Tôi lướt bằng đt nên ko ảnh hưởng,0
like nào heheh,1
"Chức năng này mấy web hiện đại đều có mà, như reddit cũng vậy mà người ta cũng đâu spam đâu XD",0
Em xin phép thử phát,0
ồ,-1
Ngon hơn rồi,1
Đi spam post tiếp thôi,-1
"Các thím cứ yên tâm, bữa sau chuyển forum qua xong hết, cán bộ update lại bộ đếm post thì ignore 2 box điểm báo và trò chuyện linh tinh cho coi",1
Thử phát xem nào,1
Nhưng mà nhỡ may nó không dùng được thì sao?,0
đang hoàn thiện viên uống giải nồng độ cồn cho anh em lỡ uống rượu bia mà ngán CA chạy xe khi đã tỉnh rượu,0
thực phẩm chức năng thôi,1
hi,1
an toàn là hàng đầu,1
sau uống rượu bia,0
uống vào từ 3h trở lên thổi se hết nồng độ cồn trong hơi thở nha a e đã test ok,1
"(thường thì 24h mới hết mà mức phạt thì a e biết rồi đó , nhiều khi đi đám tiệc không tránh khỏi , uống buổi sáng mà buổi chiều có việc cần đi xe thì .... ) anh em cho 1 like hoàn thiện sp tốt nhất có thể :d",1
Hóng,0
Mà có tác dụng phụ không thím? Tiêu chảy chẳng hạn?,-1
Đang hoàn thiện là tự chế à ?,-1
có hỗ trợ tiêu hóa nữa bạn,1
an toàn cho mọi người là ưu tiên hàng đầu,1
Tức là có bị tiêu chảy à thím? :v,0
bổ sung thêm 1 số thành phần bạn,1
nghe nặng mùi zị ),-1
trị tiêu chảy luôn thím,1
ý nói hỗ trợ vấn đề tiêu hóa,1
up phát cho lên,1
"hiệu nghiệm thì k sao, bị cái mất ngay vài củ à )",0
Làm gì có,-1
Càng uống càng say thì có,0
hàng đang test,0
phải chuẩn nhất mới xài được chứ bạn,0
giống cai win ep xung thôi,1
chỉnh chọt các kiểu xong phải có hướng dẫn sử dụng nữa mới ok,-1
up phát,1
"Như title, giờ muốn dạy online cho học sinh thì dùng phần mềm nào ổn ạ?",0
"Hi mấy thím, em mới qua đây",1
Xin like làm gì vậy mấy thím,0
Có tích điểm bằng like nữa hả,1
Hi các thím,1
Làm sao để xem được page cuối 1 thread vậy,0
"Em mới qua đây, vào thread update covod-19 bằng điện thoại phải kéo gần cả ngàn rp mới xem được update",1
Rồi bấm page-1000000,1
ví dụ page-1000000,1
