,comment,label
2368,Không hài lòng shop .3 cái áo len tăm 2 size khác nhau giao 2 cái..tiền vẫn trả đủ 3 .chả bít shop làm ăn kiểu gì.,-1
2369,Hàng đẹp y hình thích lắm ạ 😊.,1
2370,Nhan tin không trả lời.,-1
2371,Chất lượng sản phẩm tuyệt vời.,1
2372,Chất lượng quá tệ.,-1
2373,Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,1
2374,"Hàng kém chất lượng, quá xấu.",-1
2375,"Sữa thì ko bàn, 4 cái ly ko đc 4 ng trong gđ, 2con trai và 2 ôg bố, mà ly đẹp nên 5sao.",1
2376,Hài lòng với những sp nội địa Trung từ shop.,1
2377,Nhưng chất đẹp.,1
2378,Nhiều chỉ thừa.,-1
2379,Son khô môi . 07 đỏ cam nhưng lên màu ra màu hồng.,-1
2380,"Sp bị lỗi, hơi thất vọng.",-1
2381,Quà rất dễ thương :).,1
2382,"Shop phục vụ rất tốt, hàng đẹp, chất lượng.",1
2383,Shoop OK.,1
2384,Chất vải đẹp .,1
2385,Đáng đồng tiền.,1
2386,Sẽ ủng hộ shop tiếp.,1
2387,Hàng y hình.,0
2388,Màu hồng dễ bị dính màu .,-1
2389,Shop phục vụ rất tốt.,1
2390,"Hàng đúng như hình, hài lòng, chúc shop may mắn.",1
2391,Áo được.,1
2392,Shop bán hàng rất có tâm 😘😘😘.,1
2393,Áo đẹp.shop nhiệt tình.mua hàng lần hai vẫn rất hài lòng.,1
2394,Nhưng vải hơi mỏng nhé shop.,1
2395,"Chủ shop nhiệt tình, đổi hàng thành công, sp Rất đáng tiền.",1
2396,Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời.,1
2397,Công ty lớn mà đóng gói sản phẩm quá tệ!!!!,-1
2398,Vải ko đẹp lắm nhưng Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nói chung vs giá đó là cực đẹp òi.,1
2399,"Vải dày hơn mình tưởng, màu đỏ cũng đẹp nữa.",1
2400,Cũng OK hack những mà đặt theo zie sop đưa thi rông qua.,0
2401,Bó cánh.,-1
2402,"K ưng sản phẩm, ai muốn m cho luôn này.",-1
2403,Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1
2404,Vải rất mềm.,1
2405,Chất vải và cả đường may đều khá tệ.,-1
2406,Máy hơi rít nhưg so vs giá là ok r.,1
2407,"Phù hợp với giá tiền, ok.",1
2408,Chủ shop đc cái rep tin nhắn nhanh.,1
2409,Màu đậm quá😅.,-1
2410,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Nói chung ngon.,1
2411,Hàng giống hình ok.,0
2412,"Shop phục vụ khá tốt, Đóng gói sản phẩm chắc chắn.",1
2413,Áo bị lỗi.,-1
2414,Chất đẹp.,1
2415,Chất lượng sản phẩm tuyệt vời Ao hoi ngắn vải đẹp.,1
2416,Hơi nhỏ so với hình chắc chụp gần .,1
2417,Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt.,1
2418,Giao hàng chậm quá.,-1
2419,"Giao hàng nhanh, chất áo rất dày dặn và đẹp.",1
2420,"đẹp miễn chê, rất hài lòng về sp.",1
2421,Áo này bị chật vải không đẹp bằng.,-1
2422,Shop phục vụ khá tốt.,1
2423,Quần bị thủng túi.,-1
2424,Chất lượng sản phẩm tuyệt vời Đóng gói hơi sơ xài.,0
2425,"Thích hợp các bạn nhỏ làm nháp, vẽ hình thư giãn.",0
2426,Giày đẹp.,1
2427,Chất lượng tốt so với giá tiền nhưng cánh tay 2 áo hơi dài so.,0
2428,Áo bị phai màu in.,-1
2429,"Áo đẹp lắm ạ, chất vải tốt, giống hình 100% nên mọi người yên tâm mua nha , chủ shop tư vấn rất nhiệt tình, rất đáng tiền.",1
2430,"Vải đẹp, mát , hàng chất lượng shop ạ.",1
2431,Thời gian giao hàng nhanh Shop phục vụ khá tốt.,1
2432,Chất lượng sản phẩm tuyệt vời. 😆 chưa bao giờ thất vọng về chất lượng Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2433,Vải đẹp mà rộng so với người của e...tks shop...,1
2434,"Đóng gói làm túi bị gấp mất dáng túi, màu tối hơn so với ảnh.",-1
2435,Sản phẩm OK.,1
2436,Vải mỏng :)).,-1
2437,Thanks!,1
2438,"Áo đẹp giống hình, chất liệu tốt, anh chủ shop dễ thương cực luôn nhé!",1
2439,Zth lắm shop 👍🏻💓.,1
2440,Chất lượng đi đôi với số tiền.,0
2441,Đẹp lắm dù thời gian giao hàng hơi lâu ❤️.,1
2442,"Mua 4 chiếc thì 2 chiếc màu nâu chất lượng tốt, còn màu xanh với màu đen chất liệu hơi khác, có vẻ cứng.",0
2443,Shop giao hàng rất nhanh.bộ rất đẹp nhé.,1
2444,Sản phẩm ko như hình mẫu .,-1
2445,Chất vải hơi cứng nhưng mát chứ k nóng nha!,1
2446,Sp thì đẹp nhg bạn nào ngực nhỏ ko nên mua Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2447,Vải rất đẹp.,1
2448,"đặt 10 cái tách, giao hàng thì ko cho kiểm tra hàng, mở ra thì nv trong khi mình trả tiền đủ 10 cái, mở ra thì 1 đóng xà bần, shop làm ăn gian dối.",-1
2449,Keo dán hơi lộ.Thời gian giao hàng rất nhanh.,1
2450,"Sản phẩm nhìn rất đẹp,nhưng khi text thì nút âm lượng (-)(+) không điều chỉnh được,ngại đi bảo hành nên cứ coi như tuỳ duyên.",1
2451,Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Lại còn được tặng 1 dây buộc tóc nữa ạ.,1
2452,Thời gian giao hàng chậm Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sp OK.,0
2453,Đợi hơi lâu nhưng ưng lắm. ;) đường may cũng ổn.,1
2454,Mình ưng lắm luôn í chất đẹp dã man.,1
2455,Giao đúng size.,1
2456,Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2457,Vải ok giống hình nhưng đường may hơi lỗi k đều.,0
2458,Thank shop.,1
2459,Ko đẹp bằng trong ảnh.,-1
2460,Mặc thoải mái phết.,1
2461,Đóng gói sản phẩm rất đẹp và chắc chắn....,1
2462,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Thời gian giao hàng rất nhanh.,1
2463,"Sản phẩm rất tốt, vải xịn, chắc chắn, dày dặn, hình là tự chụp nên sản phẩm có form giống y hình luôn, nhìn rất tin tưởng.",1
2464,Có được tặng kèm pick gảy.,0
2465,Chất lượng tốt.,1
2466,Đúng size.,1
2467,"Hàng đặt một đằng, đưa một kiểu, shop phản hồi kém.",-1
2468,"Có điều màu hồng ko giống trong ảnh, hồng hơn nhìn hơi sến 1 tí. 😂😂.",-1
2469,Chất luong sp tôt.,1
2470,Chất lượng sản phẩm tuyệt vời .,1
2471,Sẽ ủng hộ shop.,1
2472,Shop phuc vu tốt.,1
2473,Các nàng dân công sở bỏ qua em này là thiếu xót đấy nhé.,1
2474,"Mua lần thứ 3 của shop rồi, gối đẹp, mềm, đóng gói sản phẩm đẹp và chắc chắn, giao hàng nhanh 😘.",1
2475,Chất lượng tạm được.,0
2476,Ok giá 59k.,0
2477,"Hàng rất tệ, form xấu khg mặc được luôn.",-1
2478,Thanks shop nhiều 😘.,1
2479,Màu lên đẹp quá lại còn thơm ạ.,1
2480,Rất đáng tiền.,1
2481,❤❤.,1
2482,Chất lượng sản phẩm rất kém. chưa mặc mà đã rách.,-1
2483,Tuy nhiên chất liệu hơi cứng.,-1
2484,"Rất mềm, ko có form.",-1
2485,Từ khi mua đồ trên mạng thấy lần này ok nhất.,1
2486,Hàng tạm ổn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2487,"Túi rất đẹp nhưng mà lót giấy ít quá làm móp khung túi ạ 😂 , chúc shop mua may bán đắt.",1
2488,Nói voan thô chứ mình cug k bjk diễn tả chất gì.,0
2489,Sp K có size.,-1
2490,Đẹp lắm chị nhé.,1
2491,Vải thì ok nhưng Em đặt đen nhưng shop giao đỏ.,-1
2492,Váy đẹp 😘😘.,1
2493,Sách đẹp.,1
2494,"áo in 1 nước mực nên chữ in k đc lâu,.",-1
2495,"Shop không uy tín, giao hàng thiếu 02 áo ""sơ mi ôm vải cotton tay dài cổ chữ V hàn quốc cho nữ mùa thu"".",-1
2496,"Hàng Ok , quạt mát , nắp pin hơi lồng không đóng sát dc.",1
2497,Đóng gói sản phẩm chắc chắn.,1
2498,Nhưng mặc hơi rộng xíu. 5 sao cho shop.,1
2499,"Size S mà hơi to nhưng chất vải, đường may ok.",1
2500,Chất lượng sản phẩm tuyệt vời .Shop phục vụ rất tốt.,1
2501,Shop giao thiếu 1c nhưng đã hoàn tiền.,1
2502,"Mình đặt trắng, be, đen , xanh rêu lại giao thành 2 màu đen.",-1
2503,Hang ko giong nhu hinh anh . xau ko tuong.,-1
2504,Khi nào hết sẽ ủng hộ shop nữa nè :).,1
2505,Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2506,"Áo dễ thg, dễ mặc.",1
2507,"Chất lượng quá tuyệt hàng đẹp như hình ❤️,cám ơn và sẽ ủng hộ shop dài, thời gian giao hàng khá nhanh!",1
2508,Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,1
2509,Chat liệu thun ok.,1
2510,"Tư vấn không nhiệt tình,sản phẩm bình thường.",0
2511,Giao nhanh nhưng áo bự quá huhu.,0
2512,"Ăn muốn ná thở,chỉ có đĩa cơm cuộn là phần ngoài combo thui.",1
2513,Áo đẹp quá .,1
2514,Shop tư vấn rất nhiệt tình.,1
2515,Hàng đẹp chị ah.,0
2516,"Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời.",1
2517,Mặc chuẩn.,1
2518,Bụng to hơn sợ chật.,0
2519,Chat liệu vai không được tot.,-1
2520,Với giá 55k thì hợp lí.,1
2521,"Giầy đẹp, đóng gói hơi lỏng lẻo, hộp bị móp.",1
2522,Những phần kẻ bị chóc nếu nhìn gần thì chỉ gọi là tạm dk thoii 7/10 điểm.,1
2523,"Mua của shop rất nhiều lần rồi, đa phần đều rất ưng ý.",1
2524,"Chất liệu áo mát, đẹp...",1
2525,Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,1
2526,Tay áo hơi dài ạ TvT em ốm nhưng mặc vào trông như bà bầu TvT.,-1
2527,"Mình mua màu trắng cũng sợ trắng quá sẽ nhanh cũ nhưng áo có chút màu sữa, đúng ý mình lắm :).",1
2528,Điểm trừ duy nhất mình mua huarache đỏ đế trắng của nike thì hộp là hộp adidas 😀 mong shop lưu ý.,1
2529,Sẽ ủng hộ!,0
2530,Đàn tốt.,1
2531,Hàbg đẹp.,1
2532,Hàng giao rất nhanh.,1
2533,Hàng đẹp lm luông😍 giá hạt rẻ 😘,1
2534,Chất vải với đường may đều rất đẹp và cẩn thận ❤.,1
2535,Chứ ngoài ok lắm à.,0
2536,Hàng chuẩn đẹp.,1
2537,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,1
2538,Chất lượng sản phẩm kém Và k dc như mong đợi.,-1
2539,Chủ shop thì nhiệt tình nha ❤.,1
2540,Hàng đẹp y hình nhưng mua 2 set thì 1 set thiếu mất 1 cái 😌😌😌😌shop chú ý hơn nha.,-1
2541,Đôi cao cổ vì đóng gói nên phần đầu giày hơi móp đi vào chắc ks.,1
2542,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, lần sau mình sẽ ủng hộ shop nữa ah.",1
2543,Quá đáng lắm luôn... áo gì mà đẹp kinh khiếp !!!!,1
2544,Chất lượng sản phẩm rất kém.,-1
2545,Hơi to so với cân nặng chuẩn.,-1
2546,Giao hàng hơi lâu chút nhưng thôi sản phẩm ok là được rồi.,1
2547,Sẽ còn mua ủng hộ shop.,1
2548,Rất đáng tiền.,1
2549,Giá hơp lý!,1
2550,"Chất lượng sản phẩm tuyệt vời, hàng rất đẹp, y như hình, yên tâm khi mua.",1
2551,Chất lượng sản phẩm tuyệt vời.,1
2552,Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,1
2553,"Mình mới đặt sáng 5-11, chiều shop gửi hàng cho vận chuyển mà 10h sáng 6-11 đã nhận đc hàng.",1
2554,"Y hình, đẹp.",1
2555,"Giao sai mẫu đặt., cái màu đen xấu ko mặc vừa.",-1
2556,May ko vắt line.,-1
2557,Nói chung là shop rất đáng yêu.,1
2558,Đóng gói sản phẩm chắc chắn.,1
2559,Nản.,-1
2560,Đẹp nhưng rộng quá.,0
2561,Rất ưng ý.,1
2562,"ngon và đóng gói cẩn thận thank shop , hết mình Lại mua tiếp ạ :>>.",1
2563,Đóng gói sản phẩm chắc chắn.,1
2564,Quá ok nha shop.,1
2565,Thời gian giao hàng siêu nhanh.,1
2566,Mang đẹp lắm ạ.,1
2567,Đặt 41 mà shop giao bằng 43.,-1
2568,Chất lượng sản phẩm tuyệt vời 45kg mặc vừa khích.chất vải đẹp i hình rất đáng tiền nói chung không chê chỗ nào được hết các bạn cứ yên tâm mua nhé.sẽ ủng hộ shop lần sau.,1
2569,"Giao hàng nhanh, chất liệu ấm áp, mặc rất thích mỗi cái dễ dính tơ lụa nhỏ và mũ hơi bé.",1
2570,Mọi thứ rất ok...,1
2571,San phẩm đẹp dáng chuẩn.,1
2572,Áo k giống hình.,-1
2573,In hình bị dính màu đỏ nhạt ở khỏang màu trắng.,-1
2574,Chất lượng sản phẩm tuyệt vời .,1
2575,Áo vải đẹp.Hơi lỗi ở lai áo.Đặt 3 cái 3 màu mà Shop giao 2 cái giống nhau.,0
2576,"Hàng đẹp , vải đẹp .",1
2577,Áo quá to vs lại may ko đc đẹp.,-1
2578,Quần đẹp lắm ạ ^^.,1
2579,Tiếc là ko còn màu khác để mua thêm!,1
2580,"Hàng hơi mỏng, nhưng so với giá thành thì rất okiee.",1
2581,"Gửi thiếu 1 quần shop bù lại bằng thẻ cào, rất nhiệt tình chu đáo.",1
2582,"Shop phục vụ rất tốt, chuẩn auth.",1
2583,"Shop giao nhầm size, yêu cầu đổi.",0
2584,"Mình mua sz XL to nhất, chị bán bảo mông 90cm vừa nhưng mông mình hơn trăm vẫn bon chen tốt :) quần đẹp như ảnh, chất đẹp.",1
2585,Đóng gói sản phẩm rất đẹp và chắc chắn Đáng đồng tiền Thời gian giao hàng nhanh.,1
2586,Nhận dc hàng ưng í lắm nhé.,1
2587,Váy bị lỗi nhưng khắc phục đc.,1
2588,"Chủ shop nhiệt tình, thân thiện.",1
2589,Thời gian giao hàng rất nhanH.,1
2590,Phí ship sài gòn - hà nội hơi đắt 😂.,-1
2591,"Mặc mát, vải ok.",1
2592,Chất son mượt.,1
2593,"shop nhiệt tình tư vấn , giao hàng nhanh , vải đep nha.",1
2594,Thời gian giao nhanh hơn t tưởng.,1
2595,Mua hang ben shop chi ung y lam lam luon😚😚😚😚😚😚.,1
2596,Tui qa nho do voi hinh.,0
2597,"Không chê vào đâu được, shop làm việc rất chứ đáo.",1
2598,"Đẹp, bền vừa với túi tiền.",-1
2599,Chất lượng sản phẩm tuyệt vời.,1
2600,Thời gian giao hàng rất nhanh Thời gian giao hàng rấtnhanhh.,1
2601,Cho 10* í.,1
2602,Shop phục vụ rất tốt.,1
2603,Chất bí.,-1
2604,Vẫn tặng bạn 5* vì nhiệt tình.,1
2605,Hàng đẹp lắm 😍.,1
2606,Vải đẹp váy xinh.Mỗi tội mỏng quá 🤭.,0
2607,Thời gian giao hàng rất nhanh Hàng rất đẹp. 😍.,1
2608,Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2609,46kí nhưg mặt khôg vừa.,0
2610,cảm ơn shop!,1
2611,"Không phải hàng zin như Quảng cáo, chất lượng dây không tốt.",-1
2612,Màu khác xa hình chụp.,-1
2613,"Chất lượng sản phẩm tuyệt vời, đóng goi kĩ, giao hàng nhanh.",1
2614,"Áo mặc cực đẹp, ai cũng khen. 😊.",1
2615,K vua long nha.pp.,-1
2616,"Vải mỏng, cổ hơi rộng nhưng nói chung mặc vẫn ok.",0
2617,Áo màu đỏ tươi không...hơi ngắn...,1
2618,"Áo đẹp, giao hàng nhanh.",1
2619,"Giày xinh xỉu y như hình luôn, anh chủ shop nói chuyện thân thiện, tư vấn nhiệt tình.",1
2620,Mỏng nhẹ .,1
2621,Giá cả lung tung xèng.,-1
2622,"Chất quần đẹp, giao hàng siêu nhanh, shop tư vấn nhiệt tình, bán hàng rất dễ chịu.",1
2623,Hàng y như hình.,0
2624,Sản phẩm giống như mô tả.,1
2625,"Túi đẹp, chất vải dày dặn, sờ vào thích lắm giá lại rất rẻ nữa chứ.",1
2626,Quần cũng ngắn ống .,-1
2627,"Hàng đẹp vừa ý đáng tiền,bỏ số tiền nhỏ mua đc áo như vậy là đẹp rồi chúc shop luôn đạt đc thành công.",1
2628,Sẽ tiếp tục ủng hộ shop.,1
2629,Con thua ao 30k.,-1
2630,Rất không đáng tiền!,-1
2631,Quá đẹp từ chất đến form ạ.,1
2632,Sẽ theo dõi shop để ủng hộ lần sau.,1
2633,Shop còn tặng thêm mask nữa.,1
2634,Mua giày của sugood nhiều rồi.,1
2635,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,1
2636,Chất vải nóng.,-1
2637,Giao hàng thiếu ko giải quyết cho khách hàng.,-1
2638,Shop phuc vu rất tot.,1
2639,Chất vải mặc nóng.,-1
2640,Sản phẩm nào cũng rất ưng .,1
2641,Cho shop 10 sao luôn.,1
2642,Rất hài lòng với chất lượng của shop.,1
2643,Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2644,Ok trong tầm giá.,1
2645,Minh gop ý voi shop la nen dong goi hang can than vi mình nhan duoc hang thi hop nó mop méo het 2 hop.,-1
2646,"váy rất xinh, chất vải mịn mát,đặc biệt là may không bị ngắn so với chân mình, mặc đi chơi luôn mà ai cũng khen cả nhưng mình không thích chụp ảnh nên không feedback được cho shop.",1
2647,"Quần vải ok nhưng thắt lưng co dãn ít, khó khăn trong lúc mặc.",0
2648,Đang tiếc vì chỉ đặt có 1 em đây.,-1
2649,"Shop tư vấn nhiệt tình, hàng như hình, giao hàng gói cẩn thận, giá hợp lý.",1
2650,"Đẹp, Đóng gói sản phẩm rất đẹp và chắc chắn.",1
2651,"Tạm dc, chưa biết có bền không.",0
2652,Vải bao đẹp.,1
2653,Áo rất đẹp nha mn!,1
2654,"Áo đẹp cực, rẻ mà đẹp, he he.",1
2655,Nói cung là oke.. k chê chỗ nào.,1
2656,cũng dễ sử dụng.,1
2657,"Giày chất rất ổn, giao hàng hơi lâu chút.",1
2658,Lần đầu mua hàng online mà ưng như thế !,1
2659,Áo hơi to ....,-1
2660,áo đẹp có điều cổ tay hơi nhỏ.,0
2661,Áo không dài như hình nhưng khá đẹp Đóng gói sản phẩm chắc chắn.,1
2662,Y hình 👍.,1
2663,Da mềm .,1
2664,"Shop bán đồ ổn nhưng giao lộn size , đặt m giao xl.",1
2665,Giao hàng nhanh.,1
2666,Vượt mong đợi.,1
2667,Đẹp mà rẻ nửa.,1
2668,Lân sau mong shop chu y hơn.,-1
2669,Nên mua !!,1
2670,Tóm lại là ko phù hợp với giá tiền .,-1
2671,Riêg bộ màu đỏ thì cả chất và đg may đều xấu b ạ.,-1
2672,"date cả 2 chai đều bị lem,chất liệu chai đựng rất xấu,không láng mịn như các chai mình đã từng mua trước đây.",-1
2673,Mặc cũng được.,0
2674,Shop giao hàng cực nhanh.,1
2675,"Áo đẹp, dày dặn.",1
2676,"Vai áo hơi ngắn, còn lại thì OK.",1
2677,Fom đẹpi.,1
2678,"Áo đẹp, chất đẹp, thích cực ❤️.",1
2679,"Vải ko quá đẹp, mặc mát, với mức giá này chất lượng rất hài lòng.",0
2680,Mới dùng dc hơn chục hôm nay.,0
2681,Áo oversize mà 48 kg mặt vào thấy rất rộng.,0
2682,Mình mua hàng rất kén mà em túi này làm mình cực kì hài lòng.,1
2683,Phải công nhận gói hàng kỹ lưỡng shop tư vấn nhiệt tình ns chung là ai k đặt hàng ở shop này thì phí.,1
2684,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,1
2685,"Thật là bức xúc từ khi mua trên shoppe tới giờ, bao nhiêu đơn hàng từ nhiều shop đều rất hài lòng.",-1
2686,Chất lượng sản phẩm tuyệt vời.,1
2687,Rất ưng nhé shop!!!,1
2688,Shop tư vấn k nhiệt tình lắm.,1
2689,"Túi đẹp , Dày và bóng gói hàng thì bao đẹp .",1
2690,Có mùi dầu hỏa.,-1
2691,Áo đẹp from rộng chất vải ok nói chung là good.,1
2692,Rất đáng tiền.,1
2693,Hơi rộng.,-1
2694,- Manager quán mà lại k hề biết về Dkien sử dụng E-voucher từ shopee.,-1
2695,"Ko như hình thì nào, sai lầm khi mua onl ở shop Chất lượng sản phẩm rất kém.",-1
2696,Có 1 cái bị đứt chỉ mất 1 đoạn nhưng ks mặc vẫnđẹp tôn dáng lắm giá lại rẻ nữa.,1
2697,"Giao hàng nhanh, shop đóng gói cẩn thận, mọi người nên ủng hộ nhé.",1
2698,Ko mặc nổi.,-1
2699,Chất lượng sản phẩm tuyệt vời Áo rất đẹp vải mát mực in k bị trôi hay tróc❤ cực đáng đồng tiền.,1
2700,kể có size L thi mặc thoải mái hơn :(.,-1
2701,Dày dặn lắm.,1
2702,Hàng đẹp quá shop.,1
2703,Sản phẩm chất lượng tốt.,1
2704,Chất lượng sản phẩm tuyệt vời dày hơn chút nữa sẽ ok hơn.,1
2705,Dây đeo xấu za.,-1
2706,Chất vải bình thường.,0
2707,Rất đáng tiền.,1
2708,Áo hợp với giá tiền.,1
2709,Hàng dùng ổn.,0
2710,Mac đã kinh khủng 👍🏼👍🏼👍🏼👍🏼 Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,1
2711,Hàng quá đểu giày đỏ bị sport đỏ bị loang lổ ra đế giày.,-1
2712,Áo OK.,1
2713,"Thích cái tên người nhận chủ shop viết haha, váy lên dáng xinh lắm nhưng k chụp đc ảnh fb cho chủ shop rồi vì bận quá,hẹn cái váy sau nha.",1
2714,"Đóng gói sản phẩm chắc chắn, ghỡ ko ra luôn!!!",0
2715,"Shop phục vụ tốt, thời gian giao hàng nhanh, chất vải cực đẹp.",1
2716,Khi mở ra chỉ có 2 sp.,0
2717,Sản phẩm tốt tư vấn nhiệt tình 😍😍😍😍.,1
2718,Không đáng tiền.,-1
2719,Cảm ơn nhiều nhé<3.,1
2720,Shop phục vụ khá tốt.,1
2721,"Cái này hơi bé so với người mặc nhưng cũng đẹp, đóng gói cẩn thận ok.",1
2722,Giống y hình 100% ❤❤.,1
2723,"Hơi khác tí xíu nhưng vẫn ok, zipper ngắn với ko ngay đầu gối.",1
2724,Thời gian giao rất nhanh.,1
2725,Phù hợp giá xiền :3.,1
2726,đóng gói sản phẩm rất chắc chắn và đẹp tuy nhiên hàng giao không đúng như hình chất lượng qua kém đặt hàng 10mm nhưng nhận hàng rất mỏng được 6mm.Không đúng như quảng cáo.không đáng tiền.,-1
2727,Sp đẹp.,1
2728,Đóng gói sản phẩm chắc chắn Đóng gói sản phẩm chắc chắn.,1
2729,Chất lượng sản phẩm tuyệt vời.,1
2730,tạm đc.,0
2731,"Hàng đẹp, giống hình cảm ơn shop.",1
2732,Hehe.,0
2733,Đẹp.y hình.,1
2734,Bán hàng vô trách nhiệm !,-1
2735,Hàng đẹp giá rẻ.,0
2736,Chất lượng sản phẩm kém.,-1
2737,Ưng ý.,0
2738,Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1
2739,Màu đen rộng hơn màu ghi.,0
2740,Nhưng mình không hài lòng vs cách đóng gói sp..,0
2741,Form áo hơi rộng nhưng mặc lên vẫn xinh nha.,1
2742,"chất len ok, dày dặn cầm nặng tay.",0
2743,Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2744,rất hài lòng...shop phục vụ rất nhiệt tình và chu đáo...,1
2745,Bộ này form to hơn bt.,0
2746,vải đẹp mịn Chất lượng sản phẩm tuyệt vời.,1
2747,"Áo form rộng đẹp, bạn nào béo mặc ok nhé,thời gian giao hàng hơi lâu xíu nhưng do chị chủ đáng yêu nên tớ sẽ cho 5 sao😆😆😆.",1
2748,Chất mịn dã man mịn.,1
2749,"Chất lượng sản phẩm tuyệt vời, balo đẹp chắc chắn, chất liệu da đẹp hơn trong hình khiến mình thực sự bất ngờ với mức giá rẻ.",1
2750,Thẻ hơi mỏng mềm.,-1
2751,Buồn.,0
2752,Sp tot phu hop voi gia tien.giao hang nhanh.,1
2753,Vất đi luôn 10c.,-1
2754,Chất lượng sản phẩm tạm được Shop phục vụ rất tốt đg chỉ hơi ẩu nhưng tóm lại hợp với giá tiền bn nào đg xem hàng trg thời kỳ 63k thì mua luôn đi nhé ko phải trần chừ Rất đáng tiền Vải mỏng.,1
2755,Chưa khi nào mua đầm online mà ưng như lần này.,1
2756,"Giày đẹp như hình, sang chảnh, nhận hàng là bóc ra đi event liền, thanks shop.",1
2757,Dùng mới biết dc.,0
2758,"Shop phục vụ rất tốt, thank shop nhe.",1
2759,"Đóng gói sản phẩm rất đẹp và chắc chắn,Chất lượng sản phẩm tuyệt vời.",1
2760,Phục vụ tốt .,1
2761,"Size quần rộng so với mình, nhưng vải mát ok.",0
2762,Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2763,Mn ủng hộ shop nhé!,1
2764,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,1
2765,Chủ shop nhiệt tình thân thiện.,1
2766,Shop giao hàng quá tào lao.đặt 1 đuong giao 1 nẻo.,0
2767,"Thời gian giao hàng rất nhanh, Hàng ok.",1
2768,Cai quần nhỏ xíu.,0
2769,Váy đẹp.,1
2770,Đóng gói kỹ Đóng gói sản phẩm rất đẹp và chắc chắn.,1
2771,"Cổ áo hơi hẹp so với ảnh mẫu, còn lại thì đều ok.",1
2772,"Hơi mỏng, không có đệm bên trong.",0
2773,Chất lượng sản phẩm tuyệt vời 😁 Đóng gói sản phẩm rất đẹp và chắc chắn 🎈 Thời gian giao hàng rất nhanh 👌.,1
2774,Ảnh minh họa hai cổng gây hiểu lầm!,0
2775,Vải mỏng ko giống hình.,-1
2776,Hàng đẹp giá rẻ chủ shop nhiệt tình sẽ tiếp tục ủng hộ.,1
